,User,Text,Date,Favorites,Retweets,Mentions,Hashtags
1691,arecki93,"Chiny mają #koronawirus.a, a my mamy VIruSA Lokującego😝 Wszystko to tylko z ostatnich 2 mies. Jak zawsze akcja niczym w Hollywood 🤡 #productplacement #lokowanieproduktu #EpidemiaVIruSAlokującego PS. nie wrzucam na YT bo jeszcze mnie zbanujo xD",2020-01-29 00:57:37+00:00,0,0,,#koronawirus #productplacement #lokowanieproduktu #EpidemiaVIruSAlokuj
1692,anulka_0,"Prawie 8 miliardów ludzi na świecie, 100 ileś zgonów (w okresie grudzień 2019 - styczeń 2020) na #koronawirus, a wszyscy o pandemii krzyczą 🙄 na zawał serca więcej ludzi w tym czasie umarło i nikt nie krzyczy.",2020-01-29 00:55:33+00:00,0,1,,#koronawirus
1693,TVPLondyn,Pierwszy przypadek podejrzenia zarażenia nowym koronawirusem w Łodzi. Czy śmiertelny wirus z Chin dotarł właśnie do Polski ? #TVPolskiLondyn #TPL #TPLtv #PolesinUK #PolacywUK #virus #Koronawirus #zChin #epidemia,2020-01-29 00:50:44+00:00,0,0,,#TVPolskiLondyn #TPL #TPLtv #PolesinUK #PolacywUK #virus #Koronawirus #zChin #epidemia
1694,PressmaniaPL,"Koronawirus z Wuhan (2019-nCoV) w Polsce? Objawy, leczenie, profilaktyka, zalecenia lekarzy Więcej: http://bit.ly/3aMPbed",2020-01-29 00:41:37+00:00,0,0,,
1695,LukKozlowski,TET jest niesamowitym okresem w Wietnamie. Cały kraj na tydzień robi stop. Tu nawet koronawirus nie ma gdzie sie rozwijać. Jeszcze 2 dni i wracamy do normy.,2020-01-29 00:40:43+00:00,0,1,,
1696,RadioZET_NEWS,#Chiny: Do 132 wzrosła liczba śmiertelnych ofiar #koronawirus.a z #Wuhan - podały władze. Liczba zakażeń zbliżyła się do 6. tys.,2020-01-29 00:31:45+00:00,3,3,,#Chiny #koronawirus #Wuhan
1697,anulka_0,"Co roku na świecie umiera ponad 60 mln ludzi. Co pół sekundy na świecie umiera człowiek, co daje ponad 170 tysięcy zgonów dziennie. W Polsce co roku umiera prawie 400 tysięcy osób. #koronawirus 106 zgonów. #panika 🤦‍♀️",2020-01-29 00:26:34+00:00,0,6,,#koronawirus #panika
1698,tensi_ee,me: *postanawia obejrzeć całe naruto najszybciej jak sie da żeby wziąć sie za inne anime* also me: *robi parudniową przerwe* me kiedy sobie uświadomiłam że #koronawirus jest już w niemczech i zaraz będzie w polsce: ,2020-01-29 00:26:29+00:00,0,5,,#koronawirus
1699,malowaznygosc,"29.01.2020 5579 zarażonych, 131 zmarło #coronavirus #wuhan #koronawirus #CoronaOutbreak https://gisanddata.maps.arcgis.com/apps/opsdashboard/index.html#/bda7594740fd40299423467b48e9ecf6",2020-01-29 00:14:36+00:00,2,1,,#coronavirus #wuhan #koronawirus #CoronaOutbreak
1700,XYZPawel,Ponoć ludzi w goglach i w kasku koronawirus się nie czepia. Spada z kasku na ziemie. Serio.,2020-01-28 23:53:57+00:00,0,0,,
1701,jurekRP,Jerzy Zięba - czy Koronawirus zagraża Polakom? Czy świat jest gotowy na ... https://youtu.be/vffI_RqaL30 przez @YouTube,2020-01-28 23:50:01+00:00,0,0,@YouTube,
1702,ruskamuza,koronawirus we wrocławiu,2020-01-28 23:46:30+00:00,0,1,,
1703,W4T5ON_,"pożary w australii, prawie III wojna światowa by wybuchła, teraz koronawirus.... aż strach pomyśleć co dalej",2020-01-28 23:46:17+00:00,0,0,,
1704,czegie1,"""Koronawirus przekracza kolejne granice."" - Pragnę uspokoić naszych rodaków. Rząd czuwa. Nic nam nie grozi. Służba zdrowia zawierzona matce bożej. Msze się odprawi, łojem posmaruje, na trzy zdrowaśki do pieca i po problemie. W razie czego jest bytompogrzeby. (za Max Tizer)",2020-01-28 23:44:45+00:00,0,1,,
1705,FIATOWIEC,"Koronawirus z Wuhan (2019-nCoV) w Polsce? Objawy, leczenie, profilaktyka, zalecenia lekarzy ",2020-01-28 23:39:22+00:00,0,0,,
1706,starmoonxx_,Z tego co pisza media koronawirus moze zarazic od 1-3 osob ale nie wiadomo czy te 4 osoby mialy jeszcze z kims kontakt ;(((,2020-01-28 23:31:38+00:00,0,0,,
1707,TymekChojecki,Tak się skończyła współpraca @pisorgpl z komunistycznymi Chinami: koronawirus już w Polsce! #koronawirus #IPPTV,2020-01-28 23:31:11+00:00,13,27,@pisorgpl,#koronawirus #IPPTV
1708,matlawyer_pl,W ciągu doby #koronawirus zabił 30 osób. ,2020-01-28 23:26:01+00:00,1,1,,#koronawirus
1709,starmoonxx_,Z tego co chiny podaja jezeli masz dosc wytrzymaly organizm i odporny to mozesz sie wyleczyc z tego ale nie wiadomo czy koronawirus powroci do organizmu,2020-01-28 23:23:04+00:00,0,0,,
1710,_bernatt,No i postawili w 6 dni. W Polsce sam przetarg trwałby 6 (miesięcy). #koronawirus ,2020-01-28 23:21:27+00:00,0,3,,#koronawirus
1711,GRodziny,"Fani k-popu walczący z TVN To tak jakby koronavirus próbował zakazić komórki raka. Nie wiem komu kibicować, ale widowisko jest. #dziendobrytvnisoverparty",2020-01-28 23:19:05+00:00,0,1,,#dziendobrytvnisoverparty
1712,Niebieskiptasz2,Na koniec dnia 28.01 w samej prowincji Hubei ( #wuhan ) 840 nowych przypadkow 25 zgonów #koronawirus #przygotujsie,2020-01-28 23:18:28+00:00,0,0,,#wuhan #koronawirus #przygotujsie
1713,Kizak95,Jak koronawirus nas szybciej nie pokona to można będzie pomyśleć o tym magiku,2020-01-28 23:18:25+00:00,0,1,,
1714,MirekGoldberg,"28 stycznia podaliście błędnie, że ""Koronawirus już w Europie..."" i pierwszy przypadek w Niemczech, jako rzekomo pierwszy w Europie. Podczas gdy we Francji tego dnia odnotowano już czwarty przypadek, bo pierwszy Francja miała bodajże już 5 dni wcześniej.",2020-01-28 23:17:29+00:00,0,0,,
1715,Marc98118164,"#koronawirus #2019nCoV #who #coronavirus #piekaryślaskie #śląsk #silesia już tu był od dawna, nikt nie wiedział że do tego dojdzie.",2020-01-28 23:16:12+00:00,0,2,,#koronawirus #2019nCoV #who #coronavirus #piekary #silesia
1716,AndrzejTurczyn,Chiński syf już w Polsce - czyli pierwszy przypadek podejrzenia zakażenia #koronawirus w Łodzi ,2020-01-28 23:15:33+00:00,20,29,,#koronawirus
1717,InnerBangtan97,ja naprawde panikije #koronavirus #coronavirus,2020-01-28 23:13:10+00:00,1,14,,#koronavirus #coronavirus
1718,anulka_0,"Łódź: Pacjentka z objawami zakażenia koronawirusem trafiła do łódzkiego szpitala! Koronawirus w Łodzi? O masz 🙈 wirus w Łodzi, nie idę jutro do pracy, w ogóle z domu nie będę wychodzić. Trzeba zamurować drzwi i okna, tak dla pewności. ",2020-01-28 23:08:46+00:00,0,1,,
1719,PawelSkibaGroby,"Zdaje się że to pierwsze państwo Nowej Europy, które koronawirus dotyka? A nie mówiłem jeszcze wczoraj? Wincy otwartości. ",2020-01-28 23:03:02+00:00,5,8,,
1720,teotorium,wasze paczki z ali i tak juz niczego nie zmienia mamy koronawirus w polszy ,2020-01-28 23:02:58+00:00,0,2,,
1721,MatysiakSeb,"Pracownik niemieckiej firmy Webasto, u którego wykryto koronawirusa, nigdy nie był w Chinach. Zakaził się od swojej współpracownicy na szkoleniu firmowym w Bawarii. Kobieta zauważyła u siebie objawy chorobowe, gdy wróciła do Chin. #koronawirus #coronoavirus #coronavirus",2020-01-28 23:02:58+00:00,2,1,,#koronawirus #coronoavirus #coronavirus
1722,KOTiXsa,#koronawirus Województwo Świętokrzyskie 2 osoby na obserwacji Łódź 1 osoba z podejrzeniem choroby,2020-01-28 23:02:48+00:00,0,0,,#koronawirus
1723,PiotrZawieska,#👑💙🔵💎🆒🆕🏦💰💶💵💴👍 🔁WSZYSCY WIDZIMY I SŁYSZYMY CAŁĄ PRAWDĘ JAK STWORZYĆ I Z CZEGO STWORZYĆ NAJLEPSZY LEK NA CHOROBĘ KORONAWIRUS. https://www.instagram.com/p/B74YzcahXly/?igshid=dhrmkzhwttrk,2020-01-28 23:02:45+00:00,0,0,,
1724,RobertMoldach,"Chyba już znaleźliśmy konsensus. Mieliśmy różne opinie. W mojej ocenie ""Koronawirus 2019-nCoV"" nie wydaje się optymalnym emblematem z perspektywy skuteczności komunikacji społecznej. Część uznała inaczej. Jednak dziś jest sporo tekstów powołujących się na ""Koronawirus z Wuhang"".",2020-01-28 23:02:17+00:00,0,1,,
1725,MaciejSzz,Hasztag koronawirus,2020-01-28 23:01:13+00:00,0,0,,
1726,Pisarski,Pozdrowienia z #Łódź... #koronawirus 🤢 ,2020-01-28 23:00:33+00:00,0,1,,#koronawirus
1727,DoRzeczy_pl,#Koronawirus w Polsce? Jedna osoba trafiła do szpitala ,2020-01-28 22:58:55+00:00,4,2,,#Koronawirus
1728,InnerBangtan97,jesli #koronawirus mnie dopadnie pamietajcie ze kocham Jungkooka,2020-01-28 22:58:49+00:00,0,0,,#koronawirus
1729,bartnowak79,Niestety #koronawirus panuje w Polsce 🇵🇱 juz od kilku lat #PIS,2020-01-28 22:58:14+00:00,0,0,,#koronawirus #PIS
1730,gunnersaueous,"Zmierzyłem sobie penisa, 37. Coś niesamowitego, od dzisiaj już zawsze będę mierzył termometrem. #koronawirus",2020-01-28 22:56:47+00:00,0,0,,#koronawirus
1731,dajciemipospac,"Jezu mój tata stwierdził, że mam #koronawirus bo się naczytal a ja mam angine przeplataną z zapaleniem płuc i przyszły mi paczki z aliexpress xD",2020-01-28 22:56:02+00:00,0,0,,#koronawirus
1732,pidybi,#tymczasem Koronawirus i Chińczycy w... https://www.wykop.pl/link/5312843/koronawirus-i-chinczycy-w-poznaniu-juz-od-4-lutego/ #wykop,2020-01-28 22:54:17+00:00,0,0,,#tymczasem #wykop
1733,popiolowylas,"pojade, a w orezencie przywioze ci koronawirus",2020-01-28 22:52:26+00:00,0,1,,
1734,Andrzej_Miland,Tylko kwestią czasu jest dotarcie wirusa do nas. --- Koronawirus w Niemczech. Trzy kolejne osoby zarażone w Bawarii. To pracownicy tej samej firmy. ,2020-01-28 22:51:57+00:00,2,4,,
1735,InnerBangtan97,#koronawirus Im scared bo mieszkam w Lodzi i juz sobie zamowilam 50 sztuk tych maseczek ,2020-01-28 22:49:18+00:00,0,5,,#koronawirus
1736,MigKKRP,Wiecie co jest najlepsze? Że w zależności od śmiertelności #koronawirus ten będzie na wolności już prawdopodobnie na zawsze albo przez długie lata. Prawdopodobnie obiegnie cały świat i zagrożenie będzie trwało dłużej niż media będą je śledzić.,2020-01-28 22:47:48+00:00,0,0,,#koronawirus
1737,InstytutLekow,"WHO przestrzega! #antybiotyki to leki, które nie zabezpieczą Cię przed zakażeniem nowym #koronawirus'em 2019-nCoV Pamiętajmy, że antybiotyki działają przeciwko bakteriom, nie wirusom. ",2020-01-28 22:47:25+00:00,1,0,,#antybiotyki #koronawirus
1738,xxhoneymoonx,"Jakaś kobieta w Łodzi trafiła do szpitala, są podejrzenia, że ma Koronawirus",2020-01-28 22:47:24+00:00,0,0,,
1739,mniejnizzerooo,jakby na serio zaczęłam się obawiać #koronawirus,2020-01-28 22:47:01+00:00,0,0,,#koronawirus
1740,kubgol,"Wszystko, co chcielibyście wiedzieć o #koronawirus z Wuhan. Tekst @totylkoteoria rzetelnie odpowiada na pytania czym jest i skąd się wziął. Polecam.",2020-01-28 22:42:17+00:00,7,14,@totylkoteoria,#koronawirus
1741,adinfo24,"#wydarzenia Koronawirus Z Chin. Francja Potwierdza Czwarty Przypadek We Francji potwi... http://adinfo24.pl/swiat/1653872,koronawirus_z_chin_francja_potwierdza_czwarty_przypadek.html",2020-01-28 22:40:05+00:00,0,0,,#wydarzenia
1742,Robert03619753,"Koronawirus to tylko sanie paniki. Dlaczego? Z najnowszych danych opublikowanych przez Centrum Kontroli Chorób (CDC) w Atlancie (USA) wynika, że z powodu grypy sezonowej każdego roku umiera na świecie od 291 tys. do 646 tys. osób, więcej niż dotychczas sądzono KAŻDEGO ROKU",2020-01-28 22:39:19+00:00,0,0,,
1743,hobbyinvestorpl,Koronawirus - Prognozy dla ekonomii ,2020-01-28 22:38:00+00:00,0,0,,
1744,Robert03619753,"Koronawirus to tylko sanie paniki. Dlaczego? Z najnowszych danych opublikowanych przez Centrum Kontroli Chorób (CDC) w Atlancie (USA) wynika, że z powodu grypy sezonowej każdego roku umiera na świecie od 291 tys. do 646 tys. osób, więcej niż dotychczas sądzono. KAŻDEGO ROKU",2020-01-28 22:37:23+00:00,0,0,,
1745,nostalgicznxsc,uspokajam moja przyjaciółkę bo myśli ze umrze na koronawirusa 🤦🏻‍♀️ #coronavirus #koronawirus,2020-01-28 22:35:59+00:00,0,0,,#coronavirus #koronawirus
1746,mates240,Rok 2020 je zatim FAAAKT na picu: - 1. tyden: USA vs. Iran (WWIII) - 2. tyden: Pozary v Australii - 3. tyden: Koronavirus - 4. tyden: Smrt Kobeho Co dal?🤔,2020-01-28 22:34:58+00:00,0,7,,
1747,happy_sadness04,Kurwa wirus w Niemczech a ja do Berlina na koncert jadę Japierdole jak się stresuje #koronawirus #louistomlinsonworldtour #walls,2020-01-28 22:32:44+00:00,1,36,,#koronawirus #louistomlinsonworldtour #walls
1748,diaprivate,wpisz sobie w google koronawirus lub tez coronavirus 65 i tam będzie dużo artykułów na ten temat,2020-01-28 22:31:59+00:00,0,2,,
1749,Goniec,Koronawirus przemycony do Wuhan z Winnipegu? https://www.goniec.net/2020/01/28/koronawirus-przemycony-do-wuhan-z-winnipegu/ via @Goniec,2020-01-28 22:28:38+00:00,0,0,@Goniec,
1750,MatysiakSeb,"Jest kolejne podejrzenie zakażenia koronawirusem w Polsce. Z grypopodobnymi objawami do szpitala w Łodzi trafiła kobieta, która kilka dni wcześniej przyleciała z Chin. #coronoavirus #koronawirus #WuhanVirus #CoronaVirus",2020-01-28 22:28:37+00:00,1,2,,#coronoavirus #koronawirus #WuhanVirus #CoronaVirus
1751,Kubalessini,Ponoć jest 125 zgonów. Musimy czekać do około 3 na oficjalne info. #coronaviruswuhan #coronawirus #koronawirus ,2020-01-28 22:28:05+00:00,2,3,,#coronaviruswuhan #coronawirus #koronawirus
1752,ElbietaMak,Jerzy Zięba - czy Koronawirus zagraża Polakom? Czy świat jest gotowy na ... https://youtu.be/vffI_RqaL30 przez @YouTube,2020-01-28 22:25:55+00:00,0,0,@YouTube,
1753,staraobriena,Co jak koronawirus przyjdzie sobie do nas poprzez deszczyk? To możliwe?,2020-01-28 22:24:57+00:00,0,2,,
1754,Swiadomy86,"Przypominam o Wólce Kosowskiej i okolicach, tam jest pełno Azjatów i tylko kwestia krótkiego czasu aż #koronawirus tam zagości... ",2020-01-28 22:24:35+00:00,0,0,,#koronawirus
1755,happy_sadness04,Ok teraz już sram w gacie konkretnie #koronawirus,2020-01-28 22:23:18+00:00,0,3,,#koronawirus
1756,xartemia,Juz mnie nie śmieszą te zarty jak ktokolwiek kaszlnie i slysze „oho bedziesz umierac oho koronawirus” xdd,2020-01-28 22:22:43+00:00,0,8,,
1757,messiperfeccion,"Ja mam tylko nadzieje, ze koronawirus zdazy mnie zajebac do matury.....",2020-01-28 22:17:06+00:00,0,0,,
1758,gumisdomis,"jebać #koronawirus, głosujcie na Avril Lavigne #JFCAvrilLavigne",2020-01-28 22:08:34+00:00,0,0,,#koronawirus #JFCAvrilLavigne
1759,ChemiaiBiznes,Targi kosmetyczne @PCHiChina 🔷Personal Care and Homecare Ingredients (PCHi) zostały przełożone na późniejszy termin ze względu na panujący w Azji Południowo-Wschodniej #koronawirus #ChemiaiBiznes https://www.pchi-china.com/news/627,2020-01-28 22:08:13+00:00,0,0,@PCHiChina,#koronawirus #ChemiaiBiznes
1760,diaprivate,według naukowców koronawirus może zabić do 65 milionów osób w przeciągu 18 miesięcy na całym świecie,2020-01-28 22:07:55+00:00,203,1914,,
1761,antropolita1,"chciałbym zeby koronawirus zostawił na swiecie tylko 300k ludzi i zebym ja był jednym z nich, fresh start którego potrzebuje",2020-01-28 22:07:32+00:00,0,6,,
1762,MorticiaJoanna,Koronawirus z Chin w Łodzi? Łodzianie lecieli samolotem ze studentami z Wuhanu. Sanepid nadzoruje podróżnych. Czy mamy czego się bać? ,2020-01-28 22:04:48+00:00,0,0,,
1763,jrobaczynski,Rada Europy to taki kabaret > Ktorego dopadla KORONAWIRUS typowe objawy to Proletariusze Wszystkich Krajow Laczcie Sie? ,2020-01-28 22:04:23+00:00,0,0,,
1764,hytrekprosiecka,Koronawirus ma realny wpływ na biznes. Co na to polska odzieżówka? ,2020-01-28 22:01:40+00:00,1,4,,
1765,Niez41704305,Nie pierwszy przypadek. Od wczoraj koronawirus w woj. Świętokrzyskim. 2 przypadki.,2020-01-28 22:01:27+00:00,1,0,,
1766,pidybi,#Łódź: Pacjentka z objawami zakażenia koronawirusem trafiła do łódzkiego szpitala! Koronawirus w Łodzi? ,2020-01-28 22:00:49+00:00,0,0,,
1767,MATYLDA__,Pilne wieści: Koronawirus z Chin dotarł do Niemiec. Sytuacja jest poważna https://wlocie.pl/wiadomosci/koronawirus-z-chin-dotarl-do-niemiec/?fbclid=IwAR1YacMGRpJuNKou--sx8qRi15j2E9WJ_f-ZhVA9tN23PmON7i8Vb9pzcxo,2020-01-28 21:58:07+00:00,0,1,,
1768,Pomor99,To tak wszystkie bomby nuklarne a na to koronavirus,2020-01-28 21:55:54+00:00,0,1,,
1769,stefan_bury,"Dżuma XXI wieku Koronawirus, zastrasząco rozprzestrzenia się! Przerażające prognozy, mówią, że w ciągu najbliższych 3 miesięcy aż 65 milionów osób może umrzeć wskutek zapalenia płuc, wywołanego właśnie koronawirusem. https://otopress.pl/2020/01/28/koronawirus-wuhan-chiny/ przez @otopresspl",2020-01-28 21:55:39+00:00,4,5,@otopresspl,
1770,robert_szczotka,Koronawirus: relacja z powrotu z Chin do Polski. Procedury bezpieczeństwa nie istnieją ,2020-01-28 21:55:23+00:00,0,0,,
1771,marekjuskiewicz,#koronawirus w Polsce? TVPInfo via @PawelBlizniuk : pacjentka w szpitalu zakaźnym Biegańskiego z podejrzeniem zakażenia. Niedawno przyjechała z Chin. Mieszkała w hotelu. Objekt jest objęty kwarantanną.,2020-01-28 21:50:59+00:00,0,2,@PawelBlizniuk,#koronawirus
1772,SpiewakAnna,"W Niemczech w tej samej firmie Webasto Starnberg (Bawaria) jest łącznie 4 zarażonych #koronawirus, informacja ogłoszona przez Ministerstwo Zdrowia. 40 współpracowników poddanych zostanie testowi na obecność wirusa i gruntownemu wywiadowi. ",2020-01-28 21:49:31+00:00,0,0,,#koronawirus
1773,tvp_info,#Niemcy: Przybywa zakażeń koronawirusem w Bawarii https://bit.ly/2RxewRV #wieszwięcej #koronawirus #coronawirus #wuhan #wuhanconoravirus,2020-01-28 21:48:06+00:00,9,4,,#Niemcy #wieszwi #koronawirus #coronawirus #wuhan #wuhanconoravirus
1774,TomChojnacki,"Żeby u nas nie pomyśleli, że koronawirus ma coś wspólnego z „Koroną królów” ",2020-01-28 21:47:11+00:00,0,1,,
1775,RemigiuszBeben,"No tak, wygramy... W końcu wygramy. Pytanie tylko przy ilu ofiarach tego ""demona""... 😔 Mam nadzieję, że spory międzynarodowe nie mają teraz znaczenia, i wszyscy ramię w ramię szukają rozwiązania problemu. Naiwność..? 🤔 #koronawirus ",2020-01-28 21:44:57+00:00,0,0,,#koronawirus
1776,moonflower_jjk,"Jeżeli gdzieś w dalekiej lub niedalekiej przyszłości umrę z powodu #koronawirus to pamiętajcie, że ggukie jest moim calym światem, nie zasługuje na żadne zło że strony świata, pragnę żeby był zdrowy, bardzo bardzo go kocham, ze to nie do pojęcia ",2020-01-28 21:44:02+00:00,0,8,,#koronawirus
1777,Crim50nKin9,"Podobno co piąty człowiek na świecie jest Chińczykiem... Nie wiem, czy powinienem iść jutro do pracy... Jest nas pięciu w biurze... #koronawirus",2020-01-28 21:43:40+00:00,0,0,,#koronawirus
1778,KawaiiKluska,W sumie dobry pomysł tylko wiesz... nie do Chin bo się zarazimy #koronawirus,2020-01-28 21:43:20+00:00,0,1,,#koronawirus
1779,liltuptup,Tak właśnie nazwali ten koronawirus?,2020-01-28 21:37:59+00:00,0,0,,
1780,jasiu_nowak,"Mam nadzieję, że ci Chińczycy zaprzestaną organizacji tych festyniarskich imprez, bo ich ten koronawirus wydusi.",2020-01-28 21:36:58+00:00,0,0,,
1781,MichalAWirkus,"mnie bolą plecy cały dzień, czy to koronawirus (2019-nCoV)?",2020-01-28 21:35:53+00:00,0,2,,
1782,PawelPiotr1944,"Nie można ignorować zagrożenia które przyszło do Europy z Chin 🇨🇳. Przypadek #Koronawirus został stwierdzony właśnie 100 kilometrów od polskiej granicy, w Niemczech. Musimy odpowiednio się zabezpieczyć, szczegółowa kontrola granic, w szczególności na lotniskach.",2020-01-28 21:35:28+00:00,1,1,,#Koronawirus
1783,KingaTheMusical,"O kurde, chcą mi matkę do Niemiec wysłać na spotkanie jakieś biznesowe,, co jest, nie ma takiej opcji- koronawirus panuje,, ja chcę ją żywą i sama chcę pożyć jeszcze trochę.",2020-01-28 21:35:18+00:00,0,7,,
1784,ureshiii_,"ja tylko poszłam otworzyć drzwi,a ciocia pierwsze do powiedziała podając mi siatkę to ""koronawirus"" 👀",2020-01-28 21:35:05+00:00,0,2,,
1785,TenisSF,Koronawirus zagraża sportowcom. ATP odwołało marcowe turnieje w Chinach ,2020-01-28 21:31:05+00:00,0,0,,
1786,messismolarek_,Koronawirus drugim Hitlerem,2020-01-28 21:30:48+00:00,0,1,,
1787,JanuszKowalsk11,"Koronawirus, gangrena to pikuś ",2020-01-28 21:30:07+00:00,0,0,,
1788,TomaszGryguc,"Polin. Za 15 lat. Obcy archeopatomorfolodzy szukają śladów polskości, jakichkolwiek śladów po Polakach... Zabił ich eskimoski koronawirus, czy cuś tam...Cuś tam podadzą zapewne w wersji oficjalnej, co nie będzie raniło uczuć mniejszości. Nam, trupom będzie i tak wszystko już ",2020-01-28 21:29:10+00:00,13,26,,
1789,bukarolbu,podobno nie koronawirus ,2020-01-28 21:28:22+00:00,0,0,,
1790,MWielichowska,W imieniu @KObywatelska z @KLubnauer złożyłyśmy do Marszałek Sejmu @elzbietawitek wniosek o zwołanie Komisji Zdrowia w spr. ryzyka epidemii. #Koronawirus rozwija się już nie tylko w Azji. Dotarł do Europy. Chcemy wiedzieć w jaki sposób @MZ_GOV_PL jest na epidemię przygotowane.,2020-01-28 21:27:06+00:00,21,49,@KObywatelska @KLubnauer @elzbietawitek @MZ_GOV_PL,#Koronawirus
